post_id,text,post_text,time
3334646406574648,"Otrny lasa groupe fiadivan'ny mpandeha sy ny mpitatitra ity groupe ity. Fa maninona raha mba samy miezaka mifankahazo sy mifandamina e, krizy mafy efa tsy hita ze anaovana azy de mbola ilaozana mifaneso sy mifandatsa...","Otrny lasa groupe fiadivan'ny mpandeha sy ny mpitatitra ity groupe ity. Fa maninona raha mba samy miezaka mifankahazo sy mifandamina e, krizy mafy efa tsy hita ze anaovana azy de mbola ilaozana mifaneso sy mifandatsa...",2020-08-10 22:47:41
3343589009013721,,,2020-08-13 23:28:48
3341881725851116,"Fa ahoana ? Fa naninona ?
Miora Andrianina‎Covid-19 - VAOVAO MALAZA ERAN-TANY
Yesterday at 5:54 AM ·
Tsy zakan'ny fiaran'ny polisy intsony ireo bicyclette manao taxi dia ny sarety no nitatitra izany.
(sary nindramina)",Fa ahoana ? Fa naninona ?,2020-08-13 10:23:26
3327814480591174,"Faniriana ny ahy fa raha mba tanteraka dia faly aho, tokony ampianarina any antsekoly manomboka kilasy faha6 ny code de la route fa eny @ arabe tena manorisory ny ataon'ny olona, marina e!sady ny olondrehetra anie tsy voatery hanao auto école daholo e!","Faniriana ny ahy fa raha mba tanteraka dia faly aho, tokony ampianarina any antsekoly manomboka kilasy faha6 ny code de la route fa eny @ arabe tena manorisory ny ataon'ny olona, marina e!sady ny olondrehetra anie tsy voatery hanao auto école daholo e!",2020-08-08 16:51:11
3342124605826828,"Aleo mba hasiana fahafinaretan'maso indray ato fa tsy covid sy accident foana e
Izany ny 4l rehefa tsara karakara sy passionné ny tompony 😍😍","Aleo mba hasiana fahafinaretan'maso indray ato fa tsy covid sy accident foana e
Izany ny 4l rehefa tsara karakara sy passionné ny tompony 😍😍",2020-08-13 12:36:30
3331505813555374,"Ary ny taxi be manao personnel reny nga tsy afaka miodina an-dalana ohatran'ny fanaony?
Samy mandoa vola izao ihany ny mpandeha tsotra sy ny orinasa mpanakarama ko😂😲😲","Ary ny taxi be manao personnel reny nga tsy afaka miodina an-dalana ohatran'ny fanaony?
Samy mandoa vola izao ihany ny mpandeha tsotra sy ny orinasa mpanakarama ko😂😲😲",2020-08-09 21:58:06
3331477226891566,,,2020-08-09 21:47:43
3344235665615722,,,2020-08-14 04:57:16
3341841745855114,"Vaovao Farany - Fil d'Infos
Yesterday at 5:01 AM ·
ANKADIMBAHOAKA : Bisikileta maromaro noraofin'ny Polisy.
Mpanao Taxi-bisikileta izy ireo, nanamarîka anefa ny tompon'andraikitra fa tsy mbola nisy fanomezan-dalana azy ireo hanao ny asa fitanterana an-drenivohitra.
Nanamarîka hatrany fa Mila manara-dalana avokoa ny rehetra.",,2020-08-13 10:00:24
3332842973421658,,,2020-08-10 08:51:27
